"match_id","date","team1","team2","winner","result","winner_by_runs","winner_by_wickets","venue","toss_winner","toss_decision","home_team","city","season"
756759,2015-01-01,"Perth Scorchers","Sydney Thunder","Sydney Thunder",NA,20,NA,"Western Australia Cricket Association Ground","Sydney Thunder","bat","Perth Scorchers","Perth",2014
756761,2015-01-02,"Hobart Hurricanes","Brisbane Heat","Hobart Hurricanes",NA,NA,6,"Bellerive Oval, Hobart","Hobart Hurricanes","field","Hobart Hurricanes","Hobart",2014
756763,2015-01-03,"Melbourne Renegades","Melbourne Stars","Melbourne Stars",NA,112,NA,"Docklands Stadium, Melbourne","Melbourne Renegades","field","Melbourne Renegades","Melbourne",2014
756765,2015-01-04,"Brisbane Heat","Adelaide Strikers","Adelaide Strikers",NA,NA,5,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Adelaide Strikers","field","Brisbane Heat","Brisbane",2014
756769,2015-01-06,"Adelaide Strikers","Perth Scorchers","Perth Scorchers",NA,18,NA,"Adelaide Oval","Adelaide Strikers","field","Adelaide Strikers","Adelaide",2014
756773,2015-01-08,"Perth Scorchers","Brisbane Heat","Perth Scorchers",NA,NA,8,"Western Australia Cricket Association Ground","Brisbane Heat","bat","Perth Scorchers","Perth",2014
756775,2015-01-22,"Sydney Sixers","Sydney Thunder","Sydney Sixers",NA,NA,4,"Sydney Cricket Ground, Sydney","Sydney Sixers","field","Sydney Sixers","Sydney",2014
756777,2015-01-10,"Melbourne Stars","Melbourne Renegades","Melbourne Stars",NA,NA,3,"Melbourne Cricket Ground","Melbourne Renegades","bat","Melbourne Stars","Melbourne",2014
756779,2015-01-11,"Hobart Hurricanes","Perth Scorchers","Perth Scorchers",NA,18,NA,"Bellerive Oval, Hobart","Perth Scorchers","bat","Hobart Hurricanes","Hobart",2014
756781,2015-01-11,"Brisbane Heat","Sydney Sixers","Sydney Sixers",NA,NA,6,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Sydney Sixers","field","Brisbane Heat","Brisbane",2014
756785,2015-01-13,"Melbourne Renegades","Brisbane Heat","Melbourne Renegades",NA,NA,5,"Docklands Stadium, Melbourne","Melbourne Renegades","field","Melbourne Renegades","Melbourne",2014
756787,2015-01-14,"Sydney Sixers","Adelaide Strikers","Adelaide Strikers",NA,23,NA,"Sydney Cricket Ground, Sydney","Adelaide Strikers","bat","Sydney Sixers","Sydney",2014
756789,2015-01-07,"Hobart Hurricanes","Melbourne Renegades","Melbourne Renegades",NA,37,NA,"Bellerive Oval, Hobart","Hobart Hurricanes","field","Hobart Hurricanes","Hobart",2014
756791,2015-01-17,"Sydney Thunder","Melbourne Stars","Melbourne Stars",NA,NA,8,"Sydney Showground Stadium","Melbourne Stars","field","Sydney Thunder","Sydney",2014
756793,2015-01-19,"Melbourne Renegades","Adelaide Strikers","Adelaide Strikers",NA,22,NA,"Docklands Stadium, Melbourne","Adelaide Strikers","bat","Melbourne Renegades","Melbourne",2014
756795,2015-01-21,"Melbourne Stars","Perth Scorchers","Melbourne Stars",NA,NA,3,"Melbourne Cricket Ground","Perth Scorchers","bat","Melbourne Stars","Melbourne",2014
756797,2015-01-15,"Brisbane Heat","Hobart Hurricanes","Brisbane Heat",NA,18,NA,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Hobart Hurricanes","field","Brisbane Heat","Brisbane",2014
756799,2015-01-24,"Adelaide Strikers","Sydney Sixers","Sydney Sixers",NA,87,NA,"Adelaide Oval","Sydney Sixers","bat","Adelaide Strikers","Adelaide",2014
756801,2015-01-25,"Perth Scorchers","Melbourne Stars","Perth Scorchers",NA,18,NA,"Western Australia Cricket Association Ground","Perth Scorchers","bat","Perth Scorchers","Perth",2014
756803,2015-01-28,"Perth Scorchers","Sydney Sixers","Perth Scorchers",NA,NA,4,"Manuka Oval, Canberra","Sydney Sixers","bat","Sydney Sixers","Canberra",2014
