"match_id","date","team1","team2","winner","result","winner_by_runs","winner_by_wickets","venue","toss_winner","toss_decision","home_team","city","season"
1023617,2017-01-07,"Melbourne Renegades","Melbourne Stars","Melbourne Stars",NA,46,NA,"Docklands Stadium, Melbourne","Melbourne Renegades","field","Melbourne Renegades","Melbourne",2016
1023619,2017-01-08,"Hobart Hurricanes","Sydney Thunder","Sydney Thunder",NA,NA,6,"Bellerive Oval, Hobart","Sydney Thunder","field","Hobart Hurricanes","Hobart",2016
1023621,2017-01-09,"Sydney Sixers","Melbourne Renegades","Sydney Sixers",NA,NA,6,"Sydney Cricket Ground, Sydney","Melbourne Renegades","bat","Sydney Sixers","Sydney",2016
1023623,2017-01-10,"Melbourne Stars","Adelaide Strikers","Melbourne Stars",NA,NA,2,"Melbourne Cricket Ground","Melbourne Stars","field","Melbourne Stars","Melbourne",2016
1023625,2017-01-11,"Brisbane Heat","Perth Scorchers","Perth Scorchers",NA,27,NA,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane Heat","field","Brisbane Heat","Brisbane",2016
1023627,2017-01-12,"Melbourne Renegades","Hobart Hurricanes","Hobart Hurricanes",NA,NA,2,"Docklands Stadium, Melbourne","Hobart Hurricanes","field","Melbourne Renegades","Melbourne",2016
1023629,2017-01-14,"Sydney Sixers","Sydney Thunder","Sydney Thunder",NA,NA,8,"Sydney Cricket Ground, Sydney","Sydney Sixers","bat","Sydney Sixers","Sydney",2016
1023631,2017-01-14,"Perth Scorchers","Melbourne Stars","Melbourne Stars",NA,NA,7,"Western Australia Cricket Association Ground","Perth Scorchers","bat","Perth Scorchers","Perth",2016
1023633,2017-01-16,"Adelaide Strikers","Melbourne Renegades","Melbourne Renegades",NA,6,NA,"Adelaide Oval","Adelaide Strikers","field","Adelaide Strikers","Adelaide",2016
1023635,2017-01-17,"Melbourne Stars","Brisbane Heat","Brisbane Heat",NA,NA,7,"Melbourne Cricket Ground","Melbourne Stars","bat","Melbourne Stars","Melbourne",2016
1023637,2017-01-18,"Sydney Thunder","Adelaide Strikers","Adelaide Strikers",NA,77,NA,"Sydney Showground Stadium","Sydney Thunder","field","Sydney Thunder","Sydney",2016
1023639,2017-01-20,"Brisbane Heat","Melbourne Renegades","Melbourne Renegades",NA,1,NA,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane Heat","field","Brisbane Heat","Brisbane",2016
1023641,2017-01-21,"Hobart Hurricanes","Perth Scorchers","Perth Scorchers",NA,NA,7,"Bellerive Oval, Hobart","Perth Scorchers","field","Hobart Hurricanes","Hobart",2016
1023643,2017-01-21,"Melbourne Stars","Sydney Sixers","Sydney Sixers",NA,NA,3,"Melbourne Cricket Ground","Sydney Sixers","field","Melbourne Stars","Melbourne",2016
1023645,2017-01-24,"Perth Scorchers","Melbourne Stars","Perth Scorchers",NA,NA,7,"Western Australia Cricket Association Ground","Perth Scorchers","field","Perth Scorchers","Perth",2016
1023649,2017-01-28,"Perth Scorchers","Sydney Sixers","Perth Scorchers",NA,NA,9,"Western Australia Cricket Association Ground","Perth Scorchers","field","Perth Scorchers","Perth",2016
