"match_id","date","team1","team2","winner","result","winner_by_runs","winner_by_wickets","venue","toss_winner","toss_decision","home_team","city","season"
654031,2013-12-20,"Melbourne Stars","Melbourne Renegades","Melbourne Stars",NA,76,NA,"Melbourne Cricket Ground","Melbourne Renegades","field","Melbourne Stars","Melbourne",2013
654033,2013-12-21,"Sydney Sixers","Sydney Thunder","Sydney Sixers",NA,NA,6,"Sydney Cricket Ground, Sydney","Sydney Sixers","field","Sydney Sixers","Sydney",2013
654037,2013-12-22,"Brisbane Heat","Perth Scorchers","Brisbane Heat",NA,NA,3,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Perth Scorchers","bat","Brisbane Heat","Brisbane",2013
654039,2013-12-26,"Perth Scorchers","Melbourne Renegades","Perth Scorchers",NA,6,NA,"Western Australia Cricket Association Ground","Perth Scorchers","bat","Perth Scorchers","Perth",2013
654041,2013-12-27,"Sydney Thunder","Adelaide Strikers","Adelaide Strikers",NA,6,NA,"Stadium Australia","Sydney Thunder","field","Sydney Thunder","Sydney",2013
654043,2013-12-28,"Brisbane Heat","Hobart Hurricanes","Hobart Hurricanes",NA,NA,3,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane Heat","bat","Brisbane Heat","Brisbane",2013
654045,2013-12-29,"Sydney Sixers","Melbourne Stars","Melbourne Stars",NA,77,NA,"Sydney Cricket Ground, Sydney","Sydney Sixers","field","Sydney Sixers","Sydney",2013
654047,2013-12-30,"Melbourne Renegades","Brisbane Heat","Melbourne Renegades",NA,57,NA,"Docklands Stadium, Melbourne","Melbourne Renegades","bat","Melbourne Renegades","Melbourne",2013
654051,2014-01-01,"Hobart Hurricanes","Melbourne Renegades","Melbourne Renegades",NA,51,NA,"Bellerive Oval, Hobart","Melbourne Renegades","bat","Hobart Hurricanes","Hobart",2013
654053,2014-01-01,"Sydney Thunder","Melbourne Stars","Melbourne Stars",NA,NA,7,"Stadium Australia","Sydney Thunder","bat","Sydney Thunder","Sydney",2013
654055,2014-01-02,"Brisbane Heat","Sydney Sixers","Sydney Sixers",NA,4,NA,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane Heat","field","Brisbane Heat","Brisbane",2013
654057,2014-01-03,"Perth Scorchers","Sydney Thunder","Perth Scorchers",NA,NA,6,"Western Australia Cricket Association Ground","Sydney Thunder","bat","Perth Scorchers","Perth",2013
654059,2014-01-04,"Melbourne Renegades","Melbourne Stars","Melbourne Stars",NA,NA,9,"Docklands Stadium, Melbourne","Melbourne Renegades","bat","Melbourne Renegades","Melbourne",2013
654061,2014-01-05,"Adelaide Strikers","Sydney Sixers","Sydney Sixers",NA,NA,6,"Adelaide Oval","Adelaide Strikers","bat","Adelaide Strikers","Adelaide",2013
654063,2014-01-07,"Perth Scorchers","Hobart Hurricanes","Perth Scorchers",NA,6,NA,"Western Australia Cricket Association Ground","Perth Scorchers","bat","Perth Scorchers","Perth",2013
654065,2014-01-08,"Sydney Thunder","Brisbane Heat","Brisbane Heat",NA,48,NA,"Stadium Australia","Brisbane Heat","bat","Sydney Thunder","Sydney",2013
654067,2014-01-09,"Melbourne Stars","Adelaide Strikers","Melbourne Stars",NA,NA,8,"Melbourne Cricket Ground","Adelaide Strikers","bat","Melbourne Stars","Melbourne",2013
654071,2014-01-11,"Hobart Hurricanes","Sydney Thunder","Hobart Hurricanes",NA,73,NA,"Bellerive Oval, Hobart","Hobart Hurricanes","bat","Hobart Hurricanes","Hobart",2013
654073,2014-01-11,"Brisbane Heat","Melbourne Stars","Melbourne Stars",NA,NA,3,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Brisbane Heat","bat","Brisbane Heat","Brisbane",2013
654075,2014-01-14,"Melbourne Renegades","Sydney Thunder","Sydney Thunder",NA,NA,9,"Docklands Stadium, Melbourne","Melbourne Renegades","bat","Melbourne Renegades","Melbourne",2013
654077,2014-01-15,"Sydney Sixers","Hobart Hurricanes","Sydney Sixers",NA,7,NA,"Sydney Cricket Ground, Sydney","Sydney Sixers","bat","Sydney Sixers","Sydney",2013
654079,2014-01-16,"Perth Scorchers","Adelaide Strikers","Perth Scorchers",NA,5,NA,"Western Australia Cricket Association Ground","Perth Scorchers","bat","Perth Scorchers","Perth",2013
654081,2014-01-18,"Adelaide Strikers","Brisbane Heat","Brisbane Heat",NA,32,NA,"Adelaide Oval","Brisbane Heat","bat","Adelaide Strikers","Adelaide",2013
654083,2014-01-18,"Melbourne Renegades","Sydney Sixers","Sydney Sixers",NA,2,NA,"Docklands Stadium, Melbourne","Melbourne Renegades","field","Melbourne Renegades","Melbourne",2013
654085,2014-01-21,"Melbourne Stars","Hobart Hurricanes","Melbourne Stars",NA,NA,5,"Melbourne Cricket Ground","Melbourne Stars","field","Melbourne Stars","Melbourne",2013
654087,2014-01-22,"Adelaide Strikers","Melbourne Renegades","Melbourne Renegades",NA,1,NA,"Adelaide Oval","Melbourne Renegades","bat","Adelaide Strikers","Adelaide",2013
654089,2014-01-23,"Hobart Hurricanes","Brisbane Heat","Hobart Hurricanes",NA,40,NA,"Bellerive Oval, Hobart","Hobart Hurricanes","bat","Hobart Hurricanes","Hobart",2013
654091,2014-01-25,"Sydney Thunder","Sydney Sixers","Sydney Sixers",NA,NA,8,"Stadium Australia","Sydney Sixers","field","Sydney Sixers","Sydney",2013
654093,2014-01-27,"Melbourne Stars","Perth Scorchers","Melbourne Stars",NA,20,NA,"Melbourne Cricket Ground","Melbourne Stars","bat","Melbourne Stars","Melbourne",2013
654095,2014-02-04,"Melbourne Stars","Hobart Hurricanes","Hobart Hurricanes",NA,NA,7,"Melbourne Cricket Ground","Melbourne Stars","bat","Melbourne Stars","Melbourne",2013
654097,2014-02-05,"Sydney Sixers","Perth Scorchers","Perth Scorchers",NA,5,NA,"Sydney Cricket Ground, Sydney","Sydney Sixers","field","Sydney Sixers","Sydney",2013
654099,2014-02-07,"Perth Scorchers","Hobart Hurricanes","Perth Scorchers",NA,39,NA,"Western Australia Cricket Association Ground","Perth Scorchers","bat","Perth Scorchers","Perth",2013
