"match_id","date","team1","team2","winner","result","winner_by_runs","winner_by_wickets","venue","toss_winner","toss_decision","home_team","city","season"
897735,2016-01-06,"Melbourne Stars","Hobart Hurricanes","Melbourne Stars",NA,NA,8,"Melbourne Cricket Ground","Melbourne Stars","field","Melbourne Stars","Melbourne",2015
897737,2016-01-07,"Sydney Thunder","Perth Scorchers","Perth Scorchers",NA,30,NA,"Sydney Showground Stadium","Sydney Thunder","field","Sydney Thunder","Sydney",2015
897739,2016-01-08,"Brisbane Heat","Adelaide Strikers","Adelaide Strikers",NA,NA,8,"Brisbane Cricket Ground, Woolloongabba, Brisbane","Adelaide Strikers","field","Brisbane Heat","Brisbane",2015
897741,2016-01-09,"Melbourne Renegades","Melbourne Stars","Melbourne Stars",NA,NA,8,"Docklands Stadium, Melbourne","Melbourne Stars","field","Melbourne Renegades","Melbourne",2015
897743,2016-01-10,"Hobart Hurricanes","Perth Scorchers","Perth Scorchers",NA,1,NA,"Bellerive Oval, Hobart","Perth Scorchers","bat","Hobart Hurricanes","Hobart",2015
897745,2016-01-10,"Sydney Sixers","Brisbane Heat","Brisbane Heat",NA,6,NA,"Sydney Cricket Ground, Sydney","Brisbane Heat","bat","Sydney Sixers","Sydney",2015
897747,2016-01-11,"Sydney Thunder","Melbourne Renegades","Melbourne Renegades",NA,NA,5,"Sydney Showground Stadium","Sydney Thunder","bat","Sydney Thunder","Sydney",2015
897749,2016-01-13,"Adelaide Strikers","Hobart Hurricanes","Adelaide Strikers",NA,NA,6,"Adelaide Oval","Hobart Hurricanes","bat","Adelaide Strikers","Adelaide",2015
897751,2016-01-14,"Melbourne Stars","Brisbane Heat","Brisbane Heat",NA,56,NA,"Melbourne Cricket Ground","Melbourne Stars","field","Melbourne Stars","Melbourne",2015
897753,2016-01-16,"Sydney Sixers","Sydney Thunder","Sydney Thunder",NA,46,NA,"Sydney Cricket Ground, Sydney","Sydney Sixers","field","Sydney Sixers","Sydney",2015
897757,2016-01-18,"Melbourne Renegades","Adelaide Strikers","Adelaide Strikers",NA,27,NA,"Docklands Stadium, Melbourne","Melbourne Renegades","field","Melbourne Renegades","Melbourne",2015
897759,2016-01-21,"Adelaide Strikers","Sydney Thunder","Sydney Thunder",NA,NA,8,"Adelaide Oval","Adelaide Strikers","bat","Adelaide Strikers","Adelaide",2015
897761,2016-01-22,"Melbourne Stars","Perth Scorchers","Melbourne Stars",NA,NA,7,"Melbourne Cricket Ground","Melbourne Stars","field","Melbourne Stars","Melbourne",2015
897763,2016-01-24,"Melbourne Stars","Sydney Thunder","Sydney Thunder",NA,NA,3,"Melbourne Cricket Ground","Sydney Thunder","field","Melbourne Stars","Melbourne",2015
