match_id,date,team1,team2,winner,result,winner_by_runs,winner_by_wickets,venue,toss_winner,toss_decision,home_team
1114894,2018-01-27,Melbourne Stars,Hobart Hurricanes,Melbourne Stars,,,3,Melbourne Cricket Ground,Melbourne Stars,field,Melbourne Stars
1114896,2018-02-01,Perth Scorchers,Hobart Hurricanes,Hobart Hurricanes,,71,,Perth Stadium,Perth Scorchers,field,Perth Scorchers
1114897,2018-02-02,Adelaide Strikers,Melbourne Renegades,Adelaide Strikers,,1,,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
1114898,2018-02-04,Adelaide Strikers,Hobart Hurricanes,Adelaide Strikers,,25,,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
1152511,2018-12-19,Brisbane Heat,Adelaide Strikers,Adelaide Strikers,,,5,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Adelaide Strikers,field,Brisbane Heat
1152512,2018-12-20,Melbourne Renegades,Perth Scorchers,Melbourne Renegades,,,4,"Docklands Stadium, Melbourne",Melbourne Renegades,field,Melbourne Renegades
1152513,2018-12-21,Sydney Thunder,Melbourne Stars,Sydney Thunder,,15,,"Manuka Oval, Canberra",Melbourne Stars,field,Sydney Thunder
1152514,2018-12-22,Sydney Sixers,Perth Scorchers,Sydney Sixers,,17,,"Sydney Cricket Ground, Sydney",Sydney Sixers,bat,Sydney Sixers
1152515,2018-12-22,Brisbane Heat,Hobart Hurricanes,Hobart Hurricanes,,15,,Carrara Oval,Brisbane Heat,field,Brisbane Heat
1152516,2018-12-23,Adelaide Strikers,Melbourne Renegades,Melbourne Renegades,,,5,Adelaide Oval,Melbourne Renegades,field,Adelaide Strikers
1152518,2018-12-24,Sydney Thunder,Sydney Sixers,Sydney Thunder,,21,,Sydney Showground Stadium,Sydney Sixers,field,Sydney Thunder
1152517,2018-12-24,Hobart Hurricanes,Melbourne Stars,Hobart Hurricanes,,,6,"Bellerive Oval, Hobart",Hobart Hurricanes,field,Hobart Hurricanes
1152519,2018-12-26,Perth Scorchers,Adelaide Strikers,Perth Scorchers,,,7,Perth Stadium,Perth Scorchers,field,Perth Scorchers
1152520,2018-12-27,Sydney Sixers,Melbourne Stars,Melbourne Stars,,,5,"Sydney Cricket Ground, Sydney",Melbourne Stars,field,Sydney Sixers
1152521,2018-12-28,Hobart Hurricanes,Sydney Thunder,Hobart Hurricanes,,,7,"Bellerive Oval, Hobart",Hobart Hurricanes,field,Hobart Hurricanes
1152522,2018-12-29,Melbourne Renegades,Sydney Sixers,Sydney Sixers,,33,,"Docklands Stadium, Melbourne",Melbourne Renegades,field,Melbourne Renegades
1152523,2018-12-30,Hobart Hurricanes,Perth Scorchers,Hobart Hurricanes,,,6,"Aurora Stadium, Launceston",Hobart Hurricanes,field,Hobart Hurricanes
1152524,2018-12-31,Adelaide Strikers,Sydney Thunder,Adelaide Strikers,,20,,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
1152526,2019-01-01,Melbourne Stars,Melbourne Renegades,Melbourne Stars,,,7,Melbourne Cricket Ground,Melbourne Stars,field,Melbourne Stars
1152525,2019-01-01,Brisbane Heat,Sydney Sixers,Sydney Sixers,,,5,Carrara Oval,Sydney Sixers,field,Brisbane Heat
1152527,2019-01-02,Sydney Thunder,Perth Scorchers,Sydney Thunder,,1,,Sydney Showground Stadium,Sydney Thunder,bat,Sydney Thunder
1152528,2019-01-03,Melbourne Renegades,Adelaide Strikers,Adelaide Strikers,,32,,"GMHBA Stadium, South Geelong, Victoria",Melbourne Renegades,field,Melbourne Renegades
1152529,2019-01-04,Hobart Hurricanes,Sydney Sixers,Hobart Hurricanes,,,5,"Bellerive Oval, Hobart",Hobart Hurricanes,field,Hobart Hurricanes
1152531,2019-01-05,Perth Scorchers,Brisbane Heat,Brisbane Heat,,,5,Perth Stadium,Brisbane Heat,field,Perth Scorchers
1152530,2019-01-05,Melbourne Stars,Sydney Thunder,Melbourne Stars,,,8,Carrara Oval,Sydney Thunder,bat,
1152532,2019-01-06,Adelaide Strikers,Sydney Sixers,Sydney Sixers,,,6,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
1152533,2019-01-07,Melbourne Renegades,Hobart Hurricanes,Melbourne Renegades,,,6,"Docklands Stadium, Melbourne",Melbourne Renegades,field,Melbourne Renegades
1152534,2019-01-08,Sydney Thunder,Brisbane Heat,Brisbane Heat,,15,,Sydney Showground Stadium,Sydney Thunder,field,Sydney Thunder
1152535,2019-01-09,Melbourne Stars,Perth Scorchers,Perth Scorchers,,,6,Melbourne Cricket Ground,Perth Scorchers,field,Melbourne Stars
1152536,2019-01-10,Brisbane Heat,Melbourne Renegades,Melbourne Renegades,,,8,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Melbourne Renegades,field,Brisbane Heat
1152537,2019-01-11,Adelaide Strikers,Melbourne Stars,Adelaide Strikers,,41,,Adelaide Oval,Melbourne Stars,field,Adelaide Strikers
1152540,2019-01-13,Perth Scorchers,Sydney Sixers,Perth Scorchers,,,7,Perth Stadium,Perth Scorchers,field,Perth Scorchers
1152538,2019-01-13,Sydney Thunder,Adelaide Strikers,Sydney Thunder,,71,,Sydney Showground Stadium,Sydney Thunder,bat,Sydney Thunder
1152539,2019-01-13,Melbourne Renegades,Brisbane Heat,Brisbane Heat,,101,,"GMHBA Stadium, South Geelong, Victoria",Melbourne Renegades,field,Melbourne Renegades
1152541,2019-01-14,Melbourne Stars,Hobart Hurricanes,Hobart Hurricanes,,59,,Melbourne Cricket Ground,Melbourne Stars,field,Melbourne Stars
1152542,2019-01-16,Sydney Sixers,Melbourne Renegades,Melbourne Renegades,,,7,"Sydney Cricket Ground, Sydney",Melbourne Renegades,field,Sydney Sixers
1152543,2019-01-17,Brisbane Heat,Sydney Thunder,,no result,,,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Sydney Thunder,bat,Brisbane Heat
1152544,2019-01-18,Perth Scorchers,Hobart Hurricanes,Hobart Hurricanes,,,4,Perth Stadium,Hobart Hurricanes,field,Perth Scorchers
1152545,2019-01-19,Melbourne Renegades,Melbourne Stars,Melbourne Stars,,,6,"Docklands Stadium, Melbourne",Melbourne Stars,field,Melbourne Renegades
1152546,2019-01-20,Sydney Sixers,Brisbane Heat,Sydney Sixers,,79,,"Sydney Cricket Ground, Sydney",Brisbane Heat,field,Sydney Sixers
1152547,2019-01-21,Adelaide Strikers,Hobart Hurricanes,Hobart Hurricanes,,,10,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
1152548,2019-01-22,Sydney Thunder,Melbourne Renegades,Melbourne Renegades,,12,,Sydney Showground Stadium,Sydney Thunder,field,Sydney Thunder
1152549,2019-01-23,Melbourne Stars,Adelaide Strikers,Melbourne Stars,,44,,Ted Summerton Reserve,Adelaide Strikers,field,
1152550,2019-01-23,Sydney Sixers,Hobart Hurricanes,Sydney Sixers,,,9,"Sydney Cricket Ground, Sydney",Sydney Sixers,field,Sydney Sixers
1152551,2019-01-24,Perth Scorchers,Sydney Thunder,Sydney Thunder,,,6,Perth Stadium,Sydney Thunder,field,Perth Scorchers
1152552,2019-01-27,Melbourne Stars,Brisbane Heat,Melbourne Stars,,5,,Melbourne Cricket Ground,Brisbane Heat,field,Melbourne Stars
1152553,2019-01-28,Perth Scorchers,Melbourne Renegades,Melbourne Renegades,,78,,Perth Stadium,Perth Scorchers,field,Perth Scorchers
1152555,2019-01-29,Sydney Sixers,Adelaide Strikers,Sydney Sixers,,,8,"Sydney Cricket Ground, Sydney",Sydney Sixers,field,Sydney Sixers
1152554,2019-01-29,Hobart Hurricanes,Brisbane Heat,Hobart Hurricanes,,,9,"Bellerive Oval, Hobart",Hobart Hurricanes,field,Hobart Hurricanes
1152556,2019-01-30,Melbourne Renegades,Sydney Thunder,Melbourne Renegades,,27,,"Docklands Stadium, Melbourne",Melbourne Renegades,bat,Melbourne Renegades
1152557,2019-01-31,Hobart Hurricanes,Adelaide Strikers,Adelaide Strikers,,,7,"Aurora Stadium, Launceston",Adelaide Strikers,field,Hobart Hurricanes
1152558,2019-02-01,Brisbane Heat,Perth Scorchers,Brisbane Heat,,,6,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane Heat,field,Brisbane Heat
1152559,2019-02-02,Sydney Sixers,Sydney Thunder,Sydney Sixers,,,9,"Sydney Cricket Ground, Sydney",Sydney Sixers,field,Sydney Sixers
1152561,2019-02-03,Perth Scorchers,Melbourne Stars,Perth Scorchers,,27,,Perth Stadium,Melbourne Stars,field,Perth Scorchers
1152560,2019-02-03,Adelaide Strikers,Brisbane Heat,Brisbane Heat,,,6,Adelaide Oval,Brisbane Heat,field,Adelaide Strikers
1152562,2019-02-07,Hobart Hurricanes,Melbourne Renegades,Hobart Hurricanes,,16,,"Bellerive Oval, Hobart",Melbourne Renegades,field,Hobart Hurricanes
1152563,2019-02-08,Brisbane Heat,Melbourne Stars,Brisbane Heat,,,10,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane Heat,field,Brisbane Heat
1152565,2019-02-09,Sydney Thunder,Hobart Hurricanes,Sydney Thunder,,,4,"Manuka Oval, Canberra",Sydney Thunder,field,Sydney Thunder
1152564,2019-02-09,Adelaide Strikers,Perth Scorchers,Adelaide Strikers,,,5,Adelaide Oval,Perth Scorchers,bat,Adelaide Strikers
1152566,2019-02-10,Melbourne Stars,Sydney Sixers,Melbourne Stars,,94,,Melbourne Cricket Ground,Sydney Sixers,field,Melbourne Stars
1152567,2019-02-14,Hobart Hurricanes,Melbourne Stars,Melbourne Stars,,,6,"Bellerive Oval, Hobart",Melbourne Stars,field,Hobart Hurricanes
1152568,2019-02-15,Melbourne Renegades,Sydney Sixers,Melbourne Renegades,,,3,"Docklands Stadium, Melbourne",Melbourne Renegades,field,Melbourne Renegades
1152569,2019-02-17,Melbourne Stars,Melbourne Renegades,Melbourne Renegades,,13,,"Docklands Stadium, Melbourne",Melbourne Stars,field,Melbourne Renegades
1195573,2019-12-17,Brisbane Heat,Sydney Thunder,Sydney Thunder,,29,,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Sydney Thunder,bat,Brisbane Heat
1195574,2019-12-18,Sydney Sixers,Perth Scorchers,Sydney Sixers,,,8,"Sydney Cricket Ground, Sydney",Sydney Sixers,field,Sydney Sixers
1195575,2019-12-19,Melbourne Renegades,Sydney Thunder,Sydney Thunder,,,6,"GMHBA Stadium, South Geelong, Victoria",Melbourne Renegades,bat,Melbourne Renegades
1195577,2019-12-20,Brisbane Heat,Melbourne Stars,Melbourne Stars,,22,,Carrara Oval,Brisbane Heat,field,Brisbane Heat
1195576,2019-12-20,Hobart Hurricanes,Sydney Sixers,Hobart Hurricanes,,25,,Traeger Park,Hobart Hurricanes,bat,
1195579,2019-12-21,Perth Scorchers,Melbourne Renegades,Perth Scorchers,,11,,Perth Stadium,Melbourne Renegades,field,Perth Scorchers
1195578,2019-12-21,Sydney Thunder,Adelaide Strikers,,no result,,,"Manuka Oval, Canberra",Sydney Thunder,field,Sydney Thunder
1195581,2019-12-22,Sydney Sixers,Brisbane Heat,Brisbane Heat,,48,,"Sydney Cricket Ground, Sydney",Sydney Sixers,field,Sydney Sixers
1195580,2019-12-22,Melbourne Stars,Hobart Hurricanes,Melbourne Stars,,52,,Ted Summerton Reserve,Melbourne Stars,bat,
1195582,2019-12-23,Adelaide Strikers,Perth Scorchers,Adelaide Strikers,,15,,Adelaide Oval,Perth Scorchers,field,Adelaide Strikers
1195583,2019-12-24,Hobart Hurricanes,Melbourne Renegades,Hobart Hurricanes,,,7,"Bellerive Oval, Hobart",Melbourne Renegades,bat,Hobart Hurricanes
1195584,2019-12-26,Perth Scorchers,Sydney Sixers,Sydney Sixers,,48,,Perth Stadium,Perth Scorchers,field,Perth Scorchers
1195585,2019-12-27,Melbourne Stars,Adelaide Strikers,Adelaide Strikers,,5,,Carrara Oval,Melbourne Stars,field,
1195586,2019-12-28,Sydney Sixers,Sydney Thunder,,tie,,,"Sydney Cricket Ground, Sydney",Sydney Thunder,bat,Sydney Sixers
1195587,2019-12-29,Melbourne Renegades,Adelaide Strikers,Adelaide Strikers,,18,,"Docklands Stadium, Melbourne",Adelaide Strikers,bat,Melbourne Renegades
1195588,2019-12-30,Hobart Hurricanes,Melbourne Stars,Melbourne Stars,,4,,"Aurora Stadium, Launceston",Melbourne Stars,field,Hobart Hurricanes
1195589,2019-12-31,Adelaide Strikers,Sydney Thunder,Sydney Thunder,,3,,Adelaide Oval,Sydney Thunder,bat,Adelaide Strikers
1195590,2020-01-01,Brisbane Heat,Perth Scorchers,Perth Scorchers,,40,,Carrara Oval,Perth Scorchers,bat,Brisbane Heat
1195591,2020-01-02,Sydney Thunder,Melbourne Stars,Melbourne Stars,,,3,Sydney Showground Stadium,Sydney Thunder,bat,Sydney Thunder
1195592,2020-01-02,Melbourne Renegades,Sydney Sixers,Sydney Sixers,,,6,"Docklands Stadium, Melbourne",Melbourne Renegades,bat,Melbourne Renegades
1195593,2020-01-03,Hobart Hurricanes,Brisbane Heat,Brisbane Heat,,31,,"Bellerive Oval, Hobart",Hobart Hurricanes,field,Hobart Hurricanes
1195594,2020-01-04,Melbourne Stars,Melbourne Renegades,Melbourne Stars,,,8,Melbourne Cricket Ground,Melbourne Stars,field,Melbourne Stars
1195595,2020-01-05,Sydney Sixers,Adelaide Strikers,Sydney Sixers,,,7,"International Sports Stadium, Coffs Harbour",Adelaide Strikers,bat,
1195596,2020-01-05,Perth Scorchers,Hobart Hurricanes,Hobart Hurricanes,,8,,Perth Stadium,Hobart Hurricanes,bat,Perth Scorchers
1195597,2020-01-06,Sydney Thunder,Brisbane Heat,Brisbane Heat,,16,,Sydney Showground Stadium,Brisbane Heat,bat,Sydney Thunder
1195598,2020-01-07,Melbourne Renegades,Perth Scorchers,Perth Scorchers,,,6,"GMHBA Stadium, South Geelong, Victoria",Perth Scorchers,field,Melbourne Renegades
1195599,2020-01-08,Adelaide Strikers,Sydney Sixers,Sydney Sixers,,,2,Adelaide Oval,Sydney Sixers,field,Adelaide Strikers
1195600,2020-01-08,Melbourne Stars,Sydney Thunder,Melbourne Stars,,,6,Melbourne Cricket Ground,Melbourne Stars,field,Melbourne Stars
1195601,2020-01-09,Brisbane Heat,Hobart Hurricanes,Brisbane Heat,,,5,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Hobart Hurricanes,bat,Brisbane Heat
1195602,2020-01-10,Melbourne Renegades,Melbourne Stars,Melbourne Stars,,,7,"Docklands Stadium, Melbourne",Melbourne Stars,field,Melbourne Renegades
1195603,2020-01-11,Sydney Thunder,Hobart Hurricanes,Sydney Thunder,,,4,Sydney Showground Stadium,Sydney Thunder,field,Sydney Thunder
1195604,2020-01-11,Perth Scorchers,Brisbane Heat,Perth Scorchers,,34,,Perth Stadium,Perth Scorchers,bat,Perth Scorchers
1195606,2020-01-12,Melbourne Stars,Sydney Sixers,Melbourne Stars,,44,,Melbourne Cricket Ground,Sydney Sixers,field,Melbourne Stars
1195605,2020-01-12,Adelaide Strikers,Melbourne Renegades,Adelaide Strikers,,63,,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
1195607,2020-01-13,Hobart Hurricanes,Perth Scorchers,Perth Scorchers,,77,,"Bellerive Oval, Hobart",Hobart Hurricanes,field,Hobart Hurricanes
1195608,2020-01-14,Brisbane Heat,Adelaide Strikers,Brisbane Heat,,,7,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Adelaide Strikers,bat,Brisbane Heat
1195609,2020-01-15,Sydney Thunder,Melbourne Renegades,Melbourne Renegades,,12,,"Manuka Oval, Canberra",Melbourne Renegades,bat,Sydney Thunder
1195610,2020-01-15,Perth Scorchers,Melbourne Stars,Melbourne Stars,,,8,Perth Stadium,Perth Scorchers,bat,Perth Scorchers
1195611,2020-01-16,Sydney Sixers,Hobart Hurricanes,,no result,,,"Sydney Cricket Ground, Sydney",Hobart Hurricanes,field,Sydney Sixers
1195612,2020-01-17,Adelaide Strikers,Brisbane Heat,Adelaide Strikers,,,10,Adelaide Oval,Brisbane Heat,bat,Adelaide Strikers
1195614,2020-01-18,Sydney Thunder,Sydney Sixers,Sydney Thunder,,4,,Sydney Showground Stadium,Sydney Thunder,field,Sydney Thunder
1195613,2020-01-18,Melbourne Stars,Perth Scorchers,Melbourne Stars,,10,,Melbourne Cricket Ground,Melbourne Stars,bat,Melbourne Stars
1195616,2020-01-19,Brisbane Heat,Melbourne Renegades,Melbourne Renegades,,44,,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane Heat,field,Brisbane Heat
1195615,2020-01-19,Hobart Hurricanes,Adelaide Strikers,Adelaide Strikers,,10,,"Aurora Stadium, Launceston",Hobart Hurricanes,field,Hobart Hurricanes
1195618,2020-01-20,Perth Scorchers,Sydney Thunder,Perth Scorchers,,,8,Perth Stadium,Sydney Thunder,bat,Perth Scorchers
1195617,2020-01-20,Sydney Sixers,Melbourne Stars,Sydney Sixers,,21,,"Sydney Cricket Ground, Sydney",Melbourne Stars,field,Sydney Sixers
1195619,2020-01-21,Melbourne Renegades,Hobart Hurricanes,Hobart Hurricanes,,4,,"Docklands Stadium, Melbourne",Melbourne Renegades,field,Melbourne Renegades
1195620,2020-01-22,Adelaide Strikers,Melbourne Stars,Adelaide Strikers,,11,,Adelaide Oval,Melbourne Stars,field,Adelaide Strikers
1195621,2020-01-23,Brisbane Heat,Sydney Sixers,Sydney Sixers,,,8,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Sydney Sixers,field,Brisbane Heat
1195623,2020-01-24,Perth Scorchers,Adelaide Strikers,Adelaide Strikers,,16,,Perth Stadium,Adelaide Strikers,bat,Perth Scorchers
1195622,2020-01-24,Hobart Hurricanes,Sydney Thunder,Hobart Hurricanes,,57,,"Bellerive Oval, Hobart",Hobart Hurricanes,bat,Hobart Hurricanes
1195625,2020-01-25,Melbourne Stars,Brisbane Heat,Brisbane Heat,,71,,Melbourne Cricket Ground,Brisbane Heat,bat,Melbourne Stars
1195624,2020-01-25,Sydney Sixers,Melbourne Renegades,Sydney Sixers,,,7,"Sydney Cricket Ground, Sydney",Sydney Sixers,field,Sydney Sixers
1195627,2020-01-26,Adelaide Strikers,Hobart Hurricanes,Hobart Hurricanes,,10,,Adelaide Oval,Hobart Hurricanes,bat,Adelaide Strikers
1195626,2020-01-26,Sydney Thunder,Perth Scorchers,Sydney Thunder,,,7,Sydney Showground Stadium,Perth Scorchers,bat,Sydney Thunder
1195628,2020-01-27,Melbourne Renegades,Brisbane Heat,Melbourne Renegades,,,7,"Docklands Stadium, Melbourne",Brisbane Heat,bat,Melbourne Renegades
1195629,2020-01-30,Hobart Hurricanes,Sydney Thunder,Sydney Thunder,,57,,"Bellerive Oval, Hobart",Sydney Thunder,bat,Hobart Hurricanes
1195630,2020-01-31,Melbourne Stars,Sydney Sixers,Sydney Sixers,,43,,Melbourne Cricket Ground,Melbourne Stars,field,Melbourne Stars
1195631,2020-02-01,Adelaide Strikers,Sydney Thunder,Sydney Thunder,,8,,Adelaide Oval,Adelaide Strikers,field,Adelaide Strikers
1195632,2020-02-06,Melbourne Stars,Sydney Thunder,Melbourne Stars,,28,,Melbourne Cricket Ground,Melbourne Stars,bat,Melbourne Stars
1195633,2020-02-08,Sydney Sixers,Melbourne Stars,Sydney Sixers,,19,,"Sydney Cricket Ground, Sydney",Melbourne Stars,field,Sydney Sixers
1226852,2020-12-10,Hobart Hurricanes,Sydney Sixers,Hobart Hurricanes,,16,,"Bellerive Oval, Hobart",Sydney Sixers,field,Hobart Hurricanes
1226872,2020-12-11,Brisbane Heat,Melbourne Stars,Melbourne Stars,,,6,"Manuka Oval, Canberra",Melbourne Stars,field,
1226828,2020-12-12,Melbourne Stars,Sydney Thunder,Melbourne Stars,,22,,"Manuka Oval, Canberra",Melbourne Stars,bat,Sydney Thunder
1226841,2020-12-12,Perth Scorchers,Melbourne Renegades,Melbourne Renegades,,,7,"Bellerive Oval, Hobart",Perth Scorchers,bat,
1226837,2020-12-13,Sydney Sixers,Melbourne Renegades,Sydney Sixers,,145,,"Bellerive Oval, Hobart",Melbourne Renegades,field,
1226850,2020-12-13,Hobart Hurricanes,Adelaide Strikers,Hobart Hurricanes,,11,,"Bellerive Oval, Hobart",Adelaide Strikers,field,Hobart Hurricanes
1226866,2020-12-14,Brisbane Heat,Sydney Thunder,Sydney Thunder,,,4,"Manuka Oval, Canberra",Brisbane Heat,bat,Sydney Thunder
1226863,2020-12-15,Hobart Hurricanes,Adelaide Strikers,Adelaide Strikers,,,5,"Aurora Stadium, Launceston",Adelaide Strikers,field,Hobart Hurricanes
1226867,2020-12-16,Perth Scorchers,Melbourne Stars,,no result,,,"Aurora Stadium, Launceston",Melbourne Stars,field,
1226830,2020-12-19,Melbourne Renegades,Hobart Hurricanes,Hobart Hurricanes,,,6,"Bellerive Oval, Hobart",Hobart Hurricanes,field,Hobart Hurricanes
1226873,2020-12-20,Sydney Sixers,Adelaide Strikers,Sydney Sixers,,38,,"Bellerive Oval, Hobart",Adelaide Strikers,field,
1226831,2020-12-22,Perth Scorchers,Sydney Thunder,Sydney Thunder,,,7,"Manuka Oval, Canberra",Sydney Thunder,field,Sydney Thunder
1226881,2020-12-23,Adelaide Strikers,Brisbane Heat,Adelaide Strikers,,2,,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane Heat,field,Brisbane Heat
1226874,2020-12-26,Sydney Thunder,Melbourne Renegades,Sydney Thunder,,129,,"Manuka Oval, Canberra",Melbourne Renegades,field,Sydney Thunder
1226846,2020-12-26,Melbourne Stars,Sydney Sixers,Sydney Sixers,,,1,Carrara Oval,Sydney Sixers,field,
1226868,2020-12-27,Hobart Hurricanes,Brisbane Heat,Brisbane Heat,,,4,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane Heat,field,Brisbane Heat
1226845,2020-12-28,Adelaide Strikers,Perth Scorchers,Adelaide Strikers,,71,,Adelaide Oval,Perth Scorchers,field,Adelaide Strikers
1226854,2020-12-29,Sydney Thunder,Melbourne Stars,Sydney Thunder,,75,,"Manuka Oval, Canberra",Melbourne Stars,field,Sydney Thunder
1226877,2020-12-29,Melbourne Renegades,Sydney Sixers,Sydney Sixers,,,2,Carrara Oval,Melbourne Renegades,bat,
1226875,2020-12-30,Hobart Hurricanes,Brisbane Heat,Hobart Hurricanes,,1,,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane Heat,field,Brisbane Heat
1226870,2020-12-31,Adelaide Strikers,Perth Scorchers,Perth Scorchers,,,7,Adelaide Oval,Perth Scorchers,field,Adelaide Strikers
1226856,2021-01-01,Melbourne Renegades,Sydney Thunder,Sydney Thunder,,7,,Carrara Oval,Sydney Thunder,field,
1226832,2021-01-02,Sydney Sixers,Brisbane Heat,Brisbane Heat,,,4,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Sydney Sixers,bat,Brisbane Heat
1226844,2021-01-02,Hobart Hurricanes,Melbourne Stars,Hobart Hurricanes,,21,,"Bellerive Oval, Hobart",Melbourne Stars,field,Hobart Hurricanes
1226842,2021-01-03,Adelaide Strikers,Sydney Sixers,Sydney Sixers,,,7,Carrara Oval,Sydney Sixers,field,
1226853,2021-01-03,Perth Scorchers,Melbourne Renegades,Perth Scorchers,,96,,Perth Stadium,Melbourne Renegades,field,Perth Scorchers
1226879,2021-01-04,Melbourne Stars,Hobart Hurricanes,Melbourne Stars,,10,,"Bellerive Oval, Hobart",Hobart Hurricanes,field,Hobart Hurricanes
1226851,2021-01-04,Sydney Thunder,Brisbane Heat,Brisbane Heat,,,5,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Sydney Thunder,bat,Brisbane Heat
1226833,2021-01-05,Adelaide Strikers,Melbourne Renegades,Adelaide Strikers,,60,,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
1226829,2021-01-06,Perth Scorchers,Sydney Sixers,Perth Scorchers,,86,,Perth Stadium,Sydney Sixers,field,Perth Scorchers
1226835,2021-01-07,Brisbane Heat,Melbourne Stars,Brisbane Heat,,17,,Carrara Oval,Melbourne Stars,field,Brisbane Heat
1226871,2021-01-07,Sydney Thunder,Hobart Hurricanes,Sydney Thunder,,39,,Perth Stadium,Hobart Hurricanes,field,
1226826,2021-01-08,Adelaide Strikers,Melbourne Renegades,Melbourne Renegades,,,6,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
1226878,2021-01-09,Perth Scorchers,Sydney Thunder,Perth Scorchers,,17,,Perth Stadium,Sydney Thunder,field,Perth Scorchers
1226855,2021-01-10,Brisbane Heat,Sydney Sixers,Sydney Sixers,,,3,Carrara Oval,Sydney Sixers,field,Brisbane Heat
1226876,2021-01-11,Melbourne Stars,Adelaide Strikers,Adelaide Strikers,,,5,Adelaide Oval,Melbourne Stars,bat,Adelaide Strikers
1226857,2021-01-12,Hobart Hurricanes,Perth Scorchers,Perth Scorchers,,,9,Perth Stadium,Hobart Hurricanes,bat,Perth Scorchers
1226861,2021-01-13,Sydney Thunder,Sydney Sixers,Sydney Sixers,,,5,"Manuka Oval, Canberra",Sydney Sixers,field,Sydney Thunder
1226843,2021-01-14,Melbourne Renegades,Brisbane Heat,Brisbane Heat,,,5,"Manuka Oval, Canberra",Brisbane Heat,field,
1226839,2021-01-15,Melbourne Stars,Adelaide Strikers,Melbourne Stars,,111,,Melbourne Cricket Ground,Adelaide Strikers,field,Melbourne Stars
1226865,2021-01-16,Perth Scorchers,Sydney Sixers,Sydney Sixers,,,7,"Manuka Oval, Canberra",Perth Scorchers,bat,Sydney Sixers
1226864,2021-01-17,Melbourne Renegades,Melbourne Stars,Melbourne Stars,,,6,Melbourne Cricket Ground,Melbourne Renegades,bat,Melbourne Stars
1226840,2021-01-18,Sydney Thunder,Hobart Hurricanes,Hobart Hurricanes,,,6,"Manuka Oval, Canberra",Hobart Hurricanes,field,Sydney Thunder
1226838,2021-01-19,Perth Scorchers,Brisbane Heat,Perth Scorchers,,59,,"Docklands Stadium, Melbourne",Brisbane Heat,field,
1226869,2021-01-20,Melbourne Stars,Melbourne Renegades,Melbourne Renegades,,,5,"Docklands Stadium, Melbourne",Melbourne Stars,bat,Melbourne Renegades
1226859,2021-01-21,Adelaide Strikers,Brisbane Heat,Adelaide Strikers,,82,,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
1226834,2021-01-22,Perth Scorchers,Hobart Hurricanes,Perth Scorchers,,22,,"Docklands Stadium, Melbourne",Perth Scorchers,bat,
1226880,2021-01-22,Sydney Thunder,Sydney Sixers,Sydney Thunder,,46,,Adelaide Oval,Sydney Sixers,field,
1226849,2021-01-23,Perth Scorchers,Melbourne Stars,Perth Scorchers,,11,,Melbourne Cricket Ground,Melbourne Stars,field,Melbourne Stars
1226848,2021-01-23,Brisbane Heat,Melbourne Renegades,Brisbane Heat,,26,,"Docklands Stadium, Melbourne",Brisbane Heat,bat,Melbourne Renegades
1226827,2021-01-24,Hobart Hurricanes,Sydney Sixers,Hobart Hurricanes,,7,,Melbourne Cricket Ground,Sydney Sixers,field,
1226847,2021-01-24,Adelaide Strikers,Sydney Thunder,Adelaide Strikers,,6,,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
1226836,2021-01-25,Adelaide Strikers,Sydney Thunder,Sydney Thunder,,,9,Adelaide Oval,Sydney Thunder,field,Adelaide Strikers
1226862,2021-01-26,Brisbane Heat,Perth Scorchers,Brisbane Heat,,6,,Adelaide Oval,Perth Scorchers,field,
1226858,2021-01-26,Melbourne Stars,Sydney Sixers,Sydney Sixers,,,5,Melbourne Cricket Ground,Sydney Sixers,field,Melbourne Stars
